shipment_id,drug_code,drug_name,origin_facility,destination_country,region,ship_date,quantity_units,batch_id,cold_chain_required,delivery_status
SHP300435,MRK-1002,Oncavera,Singapore-Plant-03,UK,EMEA,2026-06-21,21620,BATCH-89596,False,Customs Hold
SHP300436,MRK-1005,Neuroplex,Ireland-Plant-02,Argentina,Latin America,2025-07-14,953,BATCH-71434,False,Delivered
SHP300437,MRK-1003,Immunext,Singapore-Plant-03,South Africa,EMEA,2026-05-17,31567,BATCH-21626,True,Delayed
SHP300438,MRK-1004,Glucostat,NJ-Plant-01,Mexico,North America,2024-04-12,37440,BATCH-31488,False,Delivered
SHP300439,MRK-1006,Vaxishield,NJ-Plant-01,Argentina,Latin America,2024-09-04,14722,BATCH-28829,True,Customs Hold
SHP300440,MRK-1004,Glucostat,Ireland-Plant-02,UK,EMEA,2025-08-02,27033,BATCH-43957,False,Delivered
SHP300441,MRK-1003,Immunext,Ireland-Plant-02,France,EMEA,2024-09-02,11239,BATCH-70317,True,Customs Hold
SHP300442,MRK-1003,Immunext,NJ-Plant-01,India,APAC,2025-03-25,31524,BATCH-91520,True,In Transit
SHP300443,MRK-1004,Glucostat,NJ-Plant-01,India,APAC,2024-02-17,9456,BATCH-99916,False,In Transit
SHP300444,MRK-1001,Cardiozin,NJ-Plant-01,Canada,North America,2025-12-06,508,BATCH-65480,False,In Transit
SHP300445,MRK-1004,Glucostat,NJ-Plant-01,France,EMEA,2024-10-27,9563,BATCH-48918,False,Customs Hold
SHP300446,MRK-1002,Oncavera,Ireland-Plant-02,Germany,EMEA,2026-03-29,44583,BATCH-53437,False,Delayed
SHP300447,MRK-1002,Oncavera,NJ-Plant-01,Australia,APAC,2025-12-07,22919,BATCH-60987,False,Delivered
SHP300448,MRK-1008,Dermalyx,Singapore-Plant-03,South Korea,APAC,2025-08-05,45701,BATCH-91570,False,Delivered
SHP300449,MRK-1004,Glucostat,Singapore-Plant-03,Germany,EMEA,2024-01-31,747,BATCH-61556,False,Delayed
SHP300450,MRK-1004,Glucostat,Singapore-Plant-03,UK,EMEA,2024-07-07,28844,BATCH-29732,False,In Transit
SHP300451,MRK-1008,Dermalyx,NJ-Plant-01,Argentina,Latin America,2025-04-23,14809,BATCH-19887,False,Customs Hold
SHP300452,MRK-1001,Cardiozin,Ireland-Plant-02,Argentina,Latin America,2024-11-01,48348,BATCH-13706,False,Customs Hold
SHP300453,MRK-1001,Cardiozin,Ireland-Plant-02,France,EMEA,2024-02-23,16100,BATCH-14528,False,Delayed
SHP300454,MRK-1006,Vaxishield,Ireland-Plant-02,France,EMEA,2024-05-18,41799,BATCH-21116,True,Delivered
SHP300455,MRK-1008,Dermalyx,Ireland-Plant-02,Japan,APAC,2024-05-15,33009,BATCH-12425,False,Customs Hold
SHP300456,MRK-1008,Dermalyx,Ireland-Plant-02,India,APAC,2025-03-14,30216,BATCH-28051,False,Delayed
SHP300457,MRK-1001,Cardiozin,NJ-Plant-01,Brazil,Latin America,2024-01-15,3122,BATCH-63062,False,In Transit
SHP300458,MRK-1006,Vaxishield,NJ-Plant-01,Argentina,Latin America,2025-02-25,48271,BATCH-47057,True,Customs Hold
SHP300459,MRK-1005,Neuroplex,NJ-Plant-01,South Korea,APAC,2025-10-23,38917,BATCH-23695,False,In Transit
SHP300460,MRK-1008,Dermalyx,Singapore-Plant-03,Japan,APAC,2024-09-20,39739,BATCH-76333,False,Customs Hold
SHP300461,MRK-1001,Cardiozin,Singapore-Plant-03,Australia,APAC,2024-01-15,18987,BATCH-96748,False,In Transit
SHP300462,MRK-1003,Immunext,NJ-Plant-01,Argentina,Latin America,2024-10-30,14687,BATCH-27273,True,In Transit
SHP300463,MRK-1005,Neuroplex,NJ-Plant-01,Brazil,Latin America,2024-05-13,7108,BATCH-81834,False,Delivered
SHP300464,MRK-1002,Oncavera,NJ-Plant-01,Australia,APAC,2025-07-29,22745,BATCH-42961,False,Delivered
SHP300465,MRK-1001,Cardiozin,Ireland-Plant-02,USA,North America,2025-12-02,30019,BATCH-31410,False,In Transit
SHP300466,MRK-1004,Glucostat,Singapore-Plant-03,South Korea,APAC,2024-11-03,11813,BATCH-31183,False,Delayed
SHP300467,MRK-1007,Pulmocare,Ireland-Plant-02,Chile,Latin America,2025-05-31,46118,BATCH-18416,False,In Transit
SHP300468,MRK-1003,Immunext,Singapore-Plant-03,South Africa,EMEA,2025-06-22,42637,BATCH-95056,True,Customs Hold
SHP300469,MRK-1001,Cardiozin,Singapore-Plant-03,Australia,APAC,2024-03-10,25923,BATCH-16484,False,Customs Hold
SHP300470,MRK-1002,Oncavera,Ireland-Plant-02,France,EMEA,2025-08-12,42602,BATCH-62535,False,Delayed
SHP300471,MRK-1008,Dermalyx,Singapore-Plant-03,South Korea,APAC,2024-01-26,49851,BATCH-52541,False,Customs Hold
SHP300472,MRK-1008,Dermalyx,Singapore-Plant-03,South Korea,APAC,2024-07-16,44951,BATCH-41646,False,Delivered
SHP300473,MRK-1008,Dermalyx,NJ-Plant-01,UK,EMEA,2025-02-08,8320,BATCH-81172,False,Delivered
SHP300474,MRK-1003,Immunext,NJ-Plant-01,Brazil,Latin America,2025-01-28,26765,BATCH-10971,True,Delivered
SHP300475,MRK-1007,Pulmocare,Singapore-Plant-03,Australia,APAC,2026-07-11,21383,BATCH-68932,False,Customs Hold
SHP300476,MRK-1005,Neuroplex,Ireland-Plant-02,South Korea,APAC,2025-11-12,34758,BATCH-52267,False,Delayed
SHP300477,MRK-1006,Vaxishield,Ireland-Plant-02,Argentina,Latin America,2024-04-12,11781,BATCH-71637,True,Customs Hold
SHP300478,MRK-1005,Neuroplex,Singapore-Plant-03,USA,North America,2024-02-23,25824,BATCH-68511,False,Delayed
SHP300479,MRK-1007,Pulmocare,Ireland-Plant-02,France,EMEA,2025-11-30,4267,BATCH-19344,False,Customs Hold
SHP300480,MRK-1007,Pulmocare,NJ-Plant-01,Australia,APAC,2024-11-28,7480,BATCH-32953,False,Delayed
SHP300481,MRK-1005,Neuroplex,Singapore-Plant-03,Japan,APAC,2026-02-27,34073,BATCH-90166,False,Customs Hold
SHP300482,MRK-1005,Neuroplex,NJ-Plant-01,USA,North America,2026-03-31,13719,BATCH-79374,False,Customs Hold
SHP300483,MRK-1007,Pulmocare,Ireland-Plant-02,Mexico,North America,2026-03-05,15794,BATCH-71597,False,Delivered
SHP300484,MRK-1002,Oncavera,NJ-Plant-01,Brazil,Latin America,2024-09-08,27252,BATCH-15974,False,Delayed
SHP300485,MRK-1005,Neuroplex,Ireland-Plant-02,UK,EMEA,2025-06-08,42638,BATCH-17964,False,In Transit
SHP300486,MRK-1001,Cardiozin,Singapore-Plant-03,Japan,APAC,2025-07-07,40572,BATCH-80080,False,In Transit
SHP300487,MRK-1001,Cardiozin,Singapore-Plant-03,Japan,APAC,2024-08-05,18136,BATCH-85810,False,Delivered
SHP300488,MRK-1007,Pulmocare,Ireland-Plant-02,Mexico,North America,2025-05-02,39584,BATCH-85478,False,Customs Hold
SHP300489,MRK-1003,Immunext,Ireland-Plant-02,Australia,APAC,2024-06-05,36888,BATCH-24354,True,In Transit
SHP300490,MRK-1006,Vaxishield,NJ-Plant-01,Chile,Latin America,2024-10-03,35013,BATCH-49167,True,Delayed
SHP300491,MRK-1001,Cardiozin,Ireland-Plant-02,Brazil,Latin America,2024-12-28,49882,BATCH-74506,False,Delayed
SHP300492,MRK-1001,Cardiozin,NJ-Plant-01,South Korea,APAC,2025-10-17,42387,BATCH-85109,False,Delayed
SHP300493,MRK-1001,Cardiozin,Ireland-Plant-02,Japan,APAC,2024-05-23,43613,BATCH-10142,False,In Transit
SHP300494,MRK-1005,Neuroplex,NJ-Plant-01,India,APAC,2025-10-28,3402,BATCH-21799,False,Delayed
SHP300495,MRK-1003,Immunext,Ireland-Plant-02,Australia,APAC,2025-09-17,1650,BATCH-35062,True,Delayed
SHP300496,MRK-1003,Immunext,Singapore-Plant-03,USA,North America,2024-04-08,37430,BATCH-67674,True,Customs Hold
SHP300497,MRK-1008,Dermalyx,Singapore-Plant-03,South Korea,APAC,2025-04-16,24261,BATCH-57880,False,Delivered
SHP300498,MRK-1005,Neuroplex,Singapore-Plant-03,Mexico,North America,2026-07-09,28376,BATCH-45036,False,In Transit
SHP300499,MRK-1004,Glucostat,Singapore-Plant-03,Mexico,North America,2025-06-18,49954,BATCH-26926,False,Delayed
SHP300500,MRK-1007,Pulmocare,NJ-Plant-01,Japan,APAC,2025-08-07,28043,BATCH-42072,False,In Transit
SHP300501,MRK-1003,Immunext,Ireland-Plant-02,Brazil,Latin America,2026-01-24,42628,BATCH-81910,True,Customs Hold
SHP300502,MRK-1005,Neuroplex,Ireland-Plant-02,South Africa,EMEA,2025-03-06,31994,BATCH-77679,False,In Transit
SHP300503,MRK-1002,Oncavera,Ireland-Plant-02,Brazil,Latin America,2025-12-17,663,BATCH-62803,False,In Transit
SHP300504,MRK-1004,Glucostat,NJ-Plant-01,Canada,North America,2024-04-04,35209,BATCH-71438,False,In Transit
SHP300505,MRK-1005,Neuroplex,Ireland-Plant-02,South Africa,EMEA,2026-04-23,24211,BATCH-83810,False,Delayed
SHP300506,MRK-1007,Pulmocare,NJ-Plant-01,Canada,North America,2024-06-05,15938,BATCH-70315,False,In Transit
SHP300507,MRK-1004,Glucostat,Singapore-Plant-03,Brazil,Latin America,2025-04-06,41438,BATCH-85926,False,Delivered
SHP300508,MRK-1003,Immunext,Singapore-Plant-03,UK,EMEA,2025-04-27,45019,BATCH-17420,True,Delivered
SHP300509,MRK-1007,Pulmocare,Singapore-Plant-03,Australia,APAC,2026-06-12,47323,BATCH-92272,False,Customs Hold
SHP300510,MRK-1001,Cardiozin,Ireland-Plant-02,South Korea,APAC,2025-04-02,38571,BATCH-44011,False,Delivered
SHP300511,MRK-1008,Dermalyx,NJ-Plant-01,Argentina,Latin America,2024-11-17,21070,BATCH-87771,False,Delivered
SHP300512,MRK-1001,Cardiozin,Singapore-Plant-03,Chile,Latin America,2024-08-03,30828,BATCH-18691,False,Delayed
SHP300513,MRK-1002,Oncavera,Singapore-Plant-03,South Korea,APAC,2025-09-08,4306,BATCH-86156,False,Delayed
SHP300514,MRK-1006,Vaxishield,NJ-Plant-01,Brazil,Latin America,2025-02-18,36540,BATCH-76260,True,Delayed
SHP300515,MRK-1008,Dermalyx,NJ-Plant-01,Brazil,Latin America,2025-06-21,1997,BATCH-12214,False,Customs Hold
SHP300516,MRK-1007,Pulmocare,Ireland-Plant-02,USA,North America,2024-08-31,39407,BATCH-99293,False,Delivered
SHP300517,MRK-1003,Immunext,Singapore-Plant-03,Mexico,North America,2026-03-16,44271,BATCH-13651,True,Delayed
SHP300518,MRK-1002,Oncavera,Singapore-Plant-03,USA,North America,2025-08-03,42904,BATCH-78549,False,Customs Hold
SHP300519,MRK-1002,Oncavera,NJ-Plant-01,Germany,EMEA,2025-10-26,32511,BATCH-62663,False,Customs Hold
SHP300520,MRK-1001,Cardiozin,NJ-Plant-01,USA,North America,2025-04-10,38913,BATCH-38763,False,Customs Hold
SHP300521,MRK-1003,Immunext,NJ-Plant-01,South Africa,EMEA,2025-07-20,40260,BATCH-39347,True,Delayed
SHP300522,MRK-1007,Pulmocare,NJ-Plant-01,South Korea,APAC,2026-08-01,3529,BATCH-51442,False,Delivered
SHP300523,MRK-1007,Pulmocare,Singapore-Plant-03,Argentina,Latin America,2025-04-16,33991,BATCH-64233,False,In Transit
SHP300524,MRK-1004,Glucostat,NJ-Plant-01,Australia,APAC,2025-12-08,29735,BATCH-73810,False,Customs Hold
SHP300525,MRK-1004,Glucostat,NJ-Plant-01,USA,North America,2026-05-10,43635,BATCH-23126,False,Delayed
SHP300526,MRK-1006,Vaxishield,Ireland-Plant-02,Japan,APAC,2025-11-28,21359,BATCH-98620,True,Delivered
SHP300527,MRK-1006,Vaxishield,Singapore-Plant-03,Germany,EMEA,2025-06-21,31855,BATCH-89102,True,In Transit
SHP300528,MRK-1005,Neuroplex,Ireland-Plant-02,Australia,APAC,2024-02-15,20893,BATCH-76728,False,In Transit
SHP300529,MRK-1002,Oncavera,Ireland-Plant-02,Canada,North America,2024-03-06,20722,BATCH-16737,False,Delivered
SHP300530,MRK-1003,Immunext,NJ-Plant-01,France,EMEA,2026-05-21,3725,BATCH-62506,True,Customs Hold
SHP300531,MRK-1002,Oncavera,Singapore-Plant-03,South Korea,APAC,2026-04-18,35484,BATCH-19784,False,Delivered
SHP300532,MRK-1008,Dermalyx,NJ-Plant-01,Chile,Latin America,2025-04-02,35740,BATCH-28628,False,In Transit
SHP300533,MRK-1005,Neuroplex,Ireland-Plant-02,Australia,APAC,2025-03-12,34079,BATCH-44524,False,Customs Hold
SHP300534,MRK-1008,Dermalyx,Ireland-Plant-02,Japan,APAC,2026-07-25,15697,BATCH-66003,False,Delayed
SHP300535,MRK-1001,Cardiozin,Singapore-Plant-03,Canada,North America,2024-08-11,9328,BATCH-51851,False,Customs Hold
SHP300536,MRK-1004,Glucostat,NJ-Plant-01,Chile,Latin America,2025-11-08,14151,BATCH-56539,False,Customs Hold
SHP300537,MRK-1006,Vaxishield,Singapore-Plant-03,Chile,Latin America,2026-07-28,10996,BATCH-97734,True,In Transit
SHP300538,MRK-1008,Dermalyx,Singapore-Plant-03,Germany,EMEA,2025-06-05,26288,BATCH-37312,False,Delivered
SHP300539,MRK-1003,Immunext,Singapore-Plant-03,Canada,North America,2025-07-26,24636,BATCH-96755,True,Delayed
SHP300540,MRK-1003,Immunext,NJ-Plant-01,UK,EMEA,2024-06-28,20166,BATCH-59271,True,Delayed
SHP300541,MRK-1002,Oncavera,Singapore-Plant-03,Australia,APAC,2025-07-04,16716,BATCH-66735,False,Customs Hold
SHP300542,MRK-1001,Cardiozin,Ireland-Plant-02,Brazil,Latin America,2024-11-03,19612,BATCH-71727,False,Delayed
SHP300543,MRK-1007,Pulmocare,Singapore-Plant-03,Germany,EMEA,2024-12-19,49193,BATCH-85012,False,Delayed
SHP300544,MRK-1005,Neuroplex,Singapore-Plant-03,Mexico,North America,2025-05-13,18046,BATCH-89922,False,Delivered
SHP300545,MRK-1007,Pulmocare,NJ-Plant-01,Canada,North America,2024-01-04,22564,BATCH-31176,False,In Transit
SHP300546,MRK-1002,Oncavera,NJ-Plant-01,Canada,North America,2025-08-01,36663,BATCH-94610,False,Delayed
SHP300547,MRK-1002,Oncavera,Singapore-Plant-03,France,EMEA,2026-05-07,18421,BATCH-72850,False,Customs Hold
SHP300548,MRK-1001,Cardiozin,Ireland-Plant-02,India,APAC,2025-12-11,32406,BATCH-47722,False,Delivered
SHP300549,MRK-1003,Immunext,Singapore-Plant-03,South Africa,EMEA,2024-10-22,44044,BATCH-41636,True,In Transit
SHP300550,MRK-1001,Cardiozin,Ireland-Plant-02,South Africa,EMEA,2026-05-23,42077,BATCH-13875,False,Customs Hold
SHP300551,MRK-1003,Immunext,Ireland-Plant-02,Mexico,North America,2026-07-01,12860,BATCH-59428,True,Customs Hold
SHP300552,MRK-1008,Dermalyx,Ireland-Plant-02,Mexico,North America,2026-02-03,25243,BATCH-64245,False,Customs Hold
SHP300553,MRK-1002,Oncavera,Ireland-Plant-02,USA,North America,2024-11-16,49429,BATCH-41524,False,Delayed
SHP300554,MRK-1003,Immunext,NJ-Plant-01,USA,North America,2026-03-23,8888,BATCH-99135,True,In Transit
SHP300555,MRK-1005,Neuroplex,Singapore-Plant-03,USA,North America,2026-07-10,14181,BATCH-67372,False,Customs Hold
SHP300556,MRK-1004,Glucostat,Singapore-Plant-03,Argentina,Latin America,2025-01-01,40948,BATCH-12116,False,Delivered
SHP300557,MRK-1008,Dermalyx,NJ-Plant-01,Chile,Latin America,2024-03-14,21956,BATCH-93317,False,Delayed
SHP300558,MRK-1005,Neuroplex,NJ-Plant-01,Brazil,Latin America,2024-10-07,19752,BATCH-90842,False,In Transit
SHP300559,MRK-1004,Glucostat,Ireland-Plant-02,France,EMEA,2024-03-05,30510,BATCH-61832,False,Delayed
SHP300560,MRK-1007,Pulmocare,NJ-Plant-01,India,APAC,2026-06-08,25200,BATCH-24423,False,Customs Hold
SHP300561,MRK-1004,Glucostat,NJ-Plant-01,Brazil,Latin America,2025-01-23,14798,BATCH-84397,False,Delayed
SHP300562,MRK-1007,Pulmocare,Singapore-Plant-03,Australia,APAC,2025-08-19,10851,BATCH-33947,False,Customs Hold
SHP300563,MRK-1008,Dermalyx,Ireland-Plant-02,Argentina,Latin America,2026-04-11,6573,BATCH-89672,False,Delivered
SHP300564,MRK-1001,Cardiozin,Singapore-Plant-03,France,EMEA,2024-01-03,12224,BATCH-53846,False,Delayed
SHP300565,MRK-1002,Oncavera,Singapore-Plant-03,France,EMEA,2026-03-09,19410,BATCH-43530,False,Customs Hold
SHP300566,MRK-1008,Dermalyx,NJ-Plant-01,UK,EMEA,2025-06-30,35623,BATCH-85060,False,Delivered
SHP300567,MRK-1005,Neuroplex,Ireland-Plant-02,Brazil,Latin America,2024-08-27,4832,BATCH-57342,False,Delayed
SHP300568,MRK-1007,Pulmocare,Ireland-Plant-02,Canada,North America,2025-12-04,32101,BATCH-86055,False,In Transit
SHP300569,MRK-1003,Immunext,Singapore-Plant-03,Japan,APAC,2024-04-27,17586,BATCH-87117,True,Customs Hold
SHP300570,MRK-1008,Dermalyx,Singapore-Plant-03,India,APAC,2024-03-06,9282,BATCH-11058,False,Delayed
SHP300571,MRK-1001,Cardiozin,Ireland-Plant-02,Australia,APAC,2024-09-06,29389,BATCH-95279,False,Customs Hold
SHP300572,MRK-1007,Pulmocare,Singapore-Plant-03,Mexico,North America,2024-07-17,3892,BATCH-79250,False,Delayed
SHP300573,MRK-1001,Cardiozin,Singapore-Plant-03,USA,North America,2026-01-10,46159,BATCH-72970,False,In Transit
SHP300574,MRK-1002,Oncavera,Ireland-Plant-02,India,APAC,2025-08-19,6025,BATCH-22071,False,Delivered
SHP300575,MRK-1005,Neuroplex,Ireland-Plant-02,South Africa,EMEA,2025-05-07,35552,BATCH-32391,False,Delivered
SHP300576,MRK-1001,Cardiozin,Ireland-Plant-02,Chile,Latin America,2024-03-20,36465,BATCH-22755,False,Delivered
SHP300577,MRK-1007,Pulmocare,Ireland-Plant-02,South Korea,APAC,2024-11-04,8945,BATCH-69525,False,Delivered
SHP300578,MRK-1007,Pulmocare,Singapore-Plant-03,USA,North America,2026-06-03,28537,BATCH-96054,False,In Transit
SHP300579,MRK-1004,Glucostat,Singapore-Plant-03,Canada,North America,2024-09-26,12244,BATCH-35713,False,Delivered
SHP300580,MRK-1007,Pulmocare,NJ-Plant-01,USA,North America,2024-07-08,13295,BATCH-34250,False,Customs Hold
SHP300581,MRK-1006,Vaxishield,NJ-Plant-01,Japan,APAC,2025-11-22,21893,BATCH-32046,True,Delayed
SHP300582,MRK-1002,Oncavera,NJ-Plant-01,Canada,North America,2026-03-18,10553,BATCH-62915,False,Customs Hold
SHP300583,MRK-1008,Dermalyx,Ireland-Plant-02,USA,North America,2024-11-18,5440,BATCH-51911,False,In Transit
SHP300584,MRK-1001,Cardiozin,NJ-Plant-01,Canada,North America,2025-03-10,16874,BATCH-78066,False,In Transit
SHP300585,MRK-1003,Immunext,NJ-Plant-01,UK,EMEA,2024-10-11,2948,BATCH-51879,True,In Transit
SHP300586,MRK-1003,Immunext,Ireland-Plant-02,UK,EMEA,2024-02-18,24908,BATCH-28328,True,Delivered
SHP300587,MRK-1002,Oncavera,Ireland-Plant-02,USA,North America,2024-04-26,14114,BATCH-80016,False,Delayed
SHP300588,MRK-1004,Glucostat,Singapore-Plant-03,Germany,EMEA,2024-07-16,15430,BATCH-32847,False,Delayed
SHP300589,MRK-1003,Immunext,NJ-Plant-01,Brazil,Latin America,2026-03-26,14569,BATCH-41884,True,Delayed
SHP300590,MRK-1006,Vaxishield,NJ-Plant-01,Chile,Latin America,2024-10-17,22340,BATCH-38387,True,Delayed
SHP300591,MRK-1003,Immunext,Singapore-Plant-03,Argentina,Latin America,2026-03-02,20026,BATCH-68027,True,Customs Hold
SHP300592,MRK-1001,Cardiozin,Ireland-Plant-02,France,EMEA,2025-08-20,34054,BATCH-66282,False,In Transit
SHP300593,MRK-1005,Neuroplex,Ireland-Plant-02,Germany,EMEA,2026-01-17,38729,BATCH-42442,False,Customs Hold
SHP300594,MRK-1008,Dermalyx,Ireland-Plant-02,Chile,Latin America,2026-07-15,16392,BATCH-96752,False,Delayed
SHP300595,MRK-1003,Immunext,NJ-Plant-01,Brazil,Latin America,2024-12-30,27026,BATCH-53857,True,In Transit
SHP300596,MRK-1007,Pulmocare,Singapore-Plant-03,Argentina,Latin America,2026-04-13,22291,BATCH-18694,False,Delayed
SHP300597,MRK-1008,Dermalyx,Singapore-Plant-03,Brazil,Latin America,2025-01-13,16640,BATCH-76964,False,Delivered
SHP300598,MRK-1007,Pulmocare,Ireland-Plant-02,Argentina,Latin America,2024-04-17,17971,BATCH-58427,False,In Transit
SHP300599,MRK-1004,Glucostat,NJ-Plant-01,Chile,Latin America,2025-12-15,24805,BATCH-47819,False,Customs Hold
SHP300600,MRK-1005,Neuroplex,Singapore-Plant-03,Argentina,Latin America,2026-01-06,21326,BATCH-40582,False,Delayed
SHP300601,MRK-1004,Glucostat,Singapore-Plant-03,Brazil,Latin America,2026-02-19,42036,BATCH-82278,False,Delayed
SHP300602,MRK-1004,Glucostat,Ireland-Plant-02,France,EMEA,2024-07-26,46838,BATCH-74730,False,In Transit
SHP300603,MRK-1005,Neuroplex,NJ-Plant-01,Canada,North America,2025-05-01,5860,BATCH-94011,False,Customs Hold
SHP300604,MRK-1007,Pulmocare,NJ-Plant-01,UK,EMEA,2024-11-27,18289,BATCH-96422,False,Delayed
SHP300605,MRK-1007,Pulmocare,Singapore-Plant-03,South Korea,APAC,2024-09-09,44327,BATCH-13425,False,Customs Hold
SHP300606,MRK-1002,Oncavera,Ireland-Plant-02,Chile,Latin America,2025-07-05,10141,BATCH-84122,False,Customs Hold
SHP300607,MRK-1004,Glucostat,NJ-Plant-01,Canada,North America,2024-04-08,23731,BATCH-98317,False,Delivered
SHP300608,MRK-1002,Oncavera,Singapore-Plant-03,Chile,Latin America,2025-11-02,13393,BATCH-70542,False,Delivered
SHP300609,MRK-1001,Cardiozin,Ireland-Plant-02,Germany,EMEA,2025-05-24,14145,BATCH-27144,False,Customs Hold
SHP300610,MRK-1001,Cardiozin,NJ-Plant-01,Chile,Latin America,2024-06-19,766,BATCH-45896,False,Customs Hold
SHP300611,MRK-1008,Dermalyx,Ireland-Plant-02,Mexico,North America,2026-07-06,9670,BATCH-46057,False,In Transit
SHP300612,MRK-1002,Oncavera,NJ-Plant-01,Germany,EMEA,2024-10-19,26598,BATCH-87614,False,Delayed
SHP300613,MRK-1008,Dermalyx,Ireland-Plant-02,Brazil,Latin America,2024-11-27,42603,BATCH-28894,False,In Transit
SHP300614,MRK-1007,Pulmocare,NJ-Plant-01,Australia,APAC,2026-02-07,27072,BATCH-35068,False,Delivered
SHP300615,MRK-1008,Dermalyx,Ireland-Plant-02,France,EMEA,2024-01-12,14605,BATCH-85059,False,Delayed
SHP300616,MRK-1002,Oncavera,Singapore-Plant-03,USA,North America,2025-10-19,27606,BATCH-60235,False,Delayed
SHP300617,MRK-1008,Dermalyx,Singapore-Plant-03,Mexico,North America,2025-02-23,30089,BATCH-13352,False,Customs Hold
SHP300618,MRK-1004,Glucostat,NJ-Plant-01,France,EMEA,2024-08-13,39826,BATCH-14307,False,Delivered
SHP300619,MRK-1007,Pulmocare,NJ-Plant-01,USA,North America,2024-12-24,37935,BATCH-24888,False,Customs Hold
SHP300620,MRK-1004,Glucostat,NJ-Plant-01,Japan,APAC,2026-02-18,49937,BATCH-35518,False,In Transit
SHP300621,MRK-1004,Glucostat,Singapore-Plant-03,Australia,APAC,2024-08-08,31710,BATCH-64953,False,Customs Hold
SHP300622,MRK-1004,Glucostat,Singapore-Plant-03,Japan,APAC,2024-10-15,3487,BATCH-81499,False,Delayed
SHP300623,MRK-1002,Oncavera,Ireland-Plant-02,USA,North America,2026-06-04,28953,BATCH-88708,False,In Transit
SHP300624,MRK-1001,Cardiozin,NJ-Plant-01,Canada,North America,2026-07-19,36178,BATCH-23596,False,Customs Hold
SHP300625,MRK-1001,Cardiozin,NJ-Plant-01,Japan,APAC,2026-03-01,2132,BATCH-50835,False,In Transit
SHP300626,MRK-1001,Cardiozin,NJ-Plant-01,South Africa,EMEA,2026-05-23,27828,BATCH-62979,False,Delivered
SHP300627,MRK-1002,Oncavera,NJ-Plant-01,USA,North America,2024-10-25,9962,BATCH-36289,False,Delayed
SHP300628,MRK-1006,Vaxishield,NJ-Plant-01,Australia,APAC,2026-06-28,10719,BATCH-37463,True,Delayed
SHP300629,MRK-1004,Glucostat,Ireland-Plant-02,Canada,North America,2024-03-03,46071,BATCH-84117,False,Delivered
SHP300630,MRK-1008,Dermalyx,Ireland-Plant-02,USA,North America,2026-07-31,36121,BATCH-17701,False,Delivered
SHP300631,MRK-1006,Vaxishield,NJ-Plant-01,Brazil,Latin America,2026-05-25,46499,BATCH-74947,True,Delivered
SHP300632,MRK-1004,Glucostat,Ireland-Plant-02,Germany,EMEA,2025-08-19,45185,BATCH-12126,False,In Transit
SHP300633,MRK-1005,Neuroplex,NJ-Plant-01,Chile,Latin America,2026-06-07,782,BATCH-78256,False,Delivered
SHP300634,MRK-1005,Neuroplex,Ireland-Plant-02,USA,North America,2024-05-15,35471,BATCH-92837,False,Delayed
SHP300635,MRK-1006,Vaxishield,Singapore-Plant-03,South Africa,EMEA,2025-12-14,5420,BATCH-37934,True,Customs Hold
SHP300636,MRK-1008,Dermalyx,Ireland-Plant-02,South Korea,APAC,2025-01-24,19804,BATCH-34578,False,Delivered
SHP300637,MRK-1004,Glucostat,Ireland-Plant-02,USA,North America,2026-07-29,42256,BATCH-49539,False,Delivered
SHP300638,MRK-1007,Pulmocare,NJ-Plant-01,Mexico,North America,2024-10-20,11596,BATCH-94071,False,In Transit
SHP300639,MRK-1002,Oncavera,NJ-Plant-01,Australia,APAC,2026-06-17,3638,BATCH-41125,False,Delivered
SHP300640,MRK-1006,Vaxishield,Singapore-Plant-03,France,EMEA,2024-02-22,27432,BATCH-96960,True,Customs Hold
SHP300641,MRK-1003,Immunext,Ireland-Plant-02,Brazil,Latin America,2025-02-20,36405,BATCH-55140,True,Delayed
SHP300642,MRK-1003,Immunext,Ireland-Plant-02,India,APAC,2026-02-14,43490,BATCH-50879,True,Delivered
SHP300643,MRK-1001,Cardiozin,Singapore-Plant-03,France,EMEA,2024-10-16,32387,BATCH-18520,False,Customs Hold
SHP300644,MRK-1005,Neuroplex,Ireland-Plant-02,South Korea,APAC,2025-02-03,40117,BATCH-76412,False,In Transit
SHP300645,MRK-1001,Cardiozin,Singapore-Plant-03,Canada,North America,2024-04-18,39221,BATCH-54660,False,Customs Hold
SHP300646,MRK-1008,Dermalyx,Ireland-Plant-02,South Korea,APAC,2024-08-01,24461,BATCH-76173,False,Delayed
SHP300647,MRK-1003,Immunext,NJ-Plant-01,South Africa,EMEA,2025-10-15,47974,BATCH-69727,True,In Transit
SHP300648,MRK-1007,Pulmocare,Ireland-Plant-02,Brazil,Latin America,2026-02-17,43321,BATCH-63096,False,Delayed
SHP300649,MRK-1001,Cardiozin,Ireland-Plant-02,South Korea,APAC,2026-06-13,1023,BATCH-12956,False,Delivered
SHP300650,MRK-1002,Oncavera,NJ-Plant-01,Australia,APAC,2024-04-23,15080,BATCH-59554,False,Customs Hold
SHP300651,MRK-1003,Immunext,Singapore-Plant-03,Japan,APAC,2026-03-17,46403,BATCH-68337,True,Delivered
SHP300652,MRK-1001,Cardiozin,Ireland-Plant-02,Mexico,North America,2026-04-12,27491,BATCH-80974,False,Delivered
