sales_month,drug_code,drug_name,region,units_sold,revenue_usd
2026-01-01,MRK-1008,Dermalyx,EMEA,38293,6338545.19
2026-01-01,MRK-1008,Dermalyx,APAC,67956,10847682.26
2026-01-01,MRK-1008,Dermalyx,Latin America,32211,1504876.7
2026-02-01,MRK-1001,Cardiozin,North America,54557,7166177.83
2026-02-01,MRK-1001,Cardiozin,EMEA,17427,965165.6
2026-02-01,MRK-1001,Cardiozin,APAC,29532,5941682.17
2026-02-01,MRK-1001,Cardiozin,Latin America,57218,6596165.7
2026-02-01,MRK-1002,Oncavera,North America,49203,4967303.82
2026-02-01,MRK-1002,Oncavera,EMEA,51527,4542120.78
2026-02-01,MRK-1002,Oncavera,APAC,70340,9022643.81
2026-02-01,MRK-1002,Oncavera,Latin America,66216,5044895.64
2026-02-01,MRK-1003,Immunext,North America,60480,1643758.07
2026-02-01,MRK-1003,Immunext,EMEA,72374,13122660.0
2026-02-01,MRK-1003,Immunext,APAC,57632,8511687.62
2026-02-01,MRK-1003,Immunext,Latin America,27785,2832109.19
2026-02-01,MRK-1004,Glucostat,North America,21302,1106290.21
2026-02-01,MRK-1004,Glucostat,EMEA,11800,1809553.42
2026-02-01,MRK-1004,Glucostat,APAC,44564,1600567.31
2026-02-01,MRK-1004,Glucostat,Latin America,14580,459957.99
2026-02-01,MRK-1005,Neuroplex,North America,54176,1847539.6
2026-02-01,MRK-1005,Neuroplex,EMEA,9753,741482.34
2026-02-01,MRK-1005,Neuroplex,APAC,24579,2404839.23
2026-02-01,MRK-1005,Neuroplex,Latin America,57999,2581363.99
2026-02-01,MRK-1006,Vaxishield,North America,52210,7182605.23
2026-02-01,MRK-1006,Vaxishield,EMEA,62896,7617428.3
2026-02-01,MRK-1006,Vaxishield,APAC,41506,7209018.5
2026-02-01,MRK-1006,Vaxishield,Latin America,35348,6493705.34
2026-02-01,MRK-1007,Pulmocare,North America,12629,970768.04
2026-02-01,MRK-1007,Pulmocare,EMEA,68635,9429051.71
2026-02-01,MRK-1007,Pulmocare,APAC,44708,9661314.43
2026-02-01,MRK-1007,Pulmocare,Latin America,54905,8213126.67
2026-02-01,MRK-1008,Dermalyx,North America,41849,5838946.17
2026-02-01,MRK-1008,Dermalyx,EMEA,50488,7603078.69
2026-02-01,MRK-1008,Dermalyx,APAC,24824,5346695.46
2026-02-01,MRK-1008,Dermalyx,Latin America,44815,1639317.64
2026-03-01,MRK-1001,Cardiozin,North America,83203,4350159.36
2026-03-01,MRK-1001,Cardiozin,EMEA,33393,1954624.71
2026-03-01,MRK-1001,Cardiozin,APAC,37848,4460567.71
2026-03-01,MRK-1001,Cardiozin,Latin America,57393,5927376.6
2026-03-01,MRK-1002,Oncavera,North America,30148,6075535.79
2026-03-01,MRK-1002,Oncavera,EMEA,52881,1773635.58
2026-03-01,MRK-1002,Oncavera,APAC,73135,6415365.84
2026-03-01,MRK-1002,Oncavera,Latin America,54959,7724872.22
2026-03-01,MRK-1003,Immunext,North America,47328,5164254.41
2026-03-01,MRK-1003,Immunext,EMEA,61432,5025979.58
2026-03-01,MRK-1003,Immunext,APAC,19823,3674701.7
2026-03-01,MRK-1003,Immunext,Latin America,53103,2908196.55
2026-03-01,MRK-1004,Glucostat,North America,80398,14956612.86
2026-03-01,MRK-1004,Glucostat,EMEA,59579,5969469.71
2026-03-01,MRK-1004,Glucostat,APAC,51832,6571236.77
2026-03-01,MRK-1004,Glucostat,Latin America,66590,10309914.41
2026-03-01,MRK-1005,Neuroplex,North America,15584,300243.62
2026-03-01,MRK-1005,Neuroplex,EMEA,43247,6577801.91
2026-03-01,MRK-1005,Neuroplex,APAC,40171,4667811.11
2026-03-01,MRK-1005,Neuroplex,Latin America,59459,11374175.27
2026-03-01,MRK-1006,Vaxishield,North America,67461,4925688.11
2026-03-01,MRK-1006,Vaxishield,EMEA,64617,13084140.6
2026-03-01,MRK-1006,Vaxishield,APAC,52810,3641343.74
2026-03-01,MRK-1006,Vaxishield,Latin America,16670,783306.21
2026-03-01,MRK-1007,Pulmocare,North America,48107,4535892.37
2026-03-01,MRK-1007,Pulmocare,EMEA,47076,9230865.88
2026-03-01,MRK-1007,Pulmocare,APAC,44067,5978209.67
2026-03-01,MRK-1007,Pulmocare,Latin America,36406,6005285.91
2026-03-01,MRK-1008,Dermalyx,North America,67538,11225804.78
2026-03-01,MRK-1008,Dermalyx,EMEA,31794,5799450.53
2026-03-01,MRK-1008,Dermalyx,APAC,50707,8461627.39
2026-03-01,MRK-1008,Dermalyx,Latin America,61862,11153897.49
2026-04-01,MRK-1001,Cardiozin,North America,45896,9210495.36
2026-04-01,MRK-1001,Cardiozin,EMEA,75202,1466770.82
2026-04-01,MRK-1001,Cardiozin,APAC,34425,581497.55
2026-04-01,MRK-1001,Cardiozin,Latin America,47721,5487544.54
2026-04-01,MRK-1002,Oncavera,North America,11580,1485770.8
2026-04-01,MRK-1002,Oncavera,EMEA,71417,8644128.61
2026-04-01,MRK-1002,Oncavera,APAC,29807,4336024.73
2026-04-01,MRK-1002,Oncavera,Latin America,12177,746460.61
2026-04-01,MRK-1003,Immunext,North America,45323,3180260.77
2026-04-01,MRK-1003,Immunext,EMEA,15116,2611338.4
2026-04-01,MRK-1003,Immunext,APAC,11331,1018841.37
2026-04-01,MRK-1003,Immunext,Latin America,28526,4670122.9
2026-04-01,MRK-1004,Glucostat,North America,44462,5900638.53
2026-04-01,MRK-1004,Glucostat,EMEA,58190,2161179.57
2026-04-01,MRK-1004,Glucostat,APAC,42969,3223204.53
2026-04-01,MRK-1004,Glucostat,Latin America,15577,2444008.04
2026-04-01,MRK-1005,Neuroplex,North America,74197,1340629.61
2026-04-01,MRK-1005,Neuroplex,EMEA,26726,628472.99
2026-04-01,MRK-1005,Neuroplex,APAC,38135,1150575.41
2026-04-01,MRK-1005,Neuroplex,Latin America,38080,2187013.16
2026-04-01,MRK-1006,Vaxishield,North America,79786,5231895.82
2026-04-01,MRK-1006,Vaxishield,EMEA,17051,367364.29
2026-04-01,MRK-1006,Vaxishield,APAC,24839,2403996.7
2026-04-01,MRK-1006,Vaxishield,Latin America,57981,6146378.67
2026-04-01,MRK-1007,Pulmocare,North America,29599,1599379.74
2026-04-01,MRK-1007,Pulmocare,EMEA,42656,4657781.53
2026-04-01,MRK-1007,Pulmocare,APAC,35738,5570290.63
2026-04-01,MRK-1007,Pulmocare,Latin America,52253,10015016.46
2026-04-01,MRK-1008,Dermalyx,North America,34962,2007846.27
2026-04-01,MRK-1008,Dermalyx,EMEA,25213,5040412.07
2026-04-01,MRK-1008,Dermalyx,APAC,72524,9474410.43
2026-04-01,MRK-1008,Dermalyx,Latin America,20411,1670033.36
2026-05-01,MRK-1001,Cardiozin,North America,14113,2249783.6
2026-05-01,MRK-1001,Cardiozin,EMEA,39266,7153387.47
2026-05-01,MRK-1001,Cardiozin,APAC,16495,270498.98
2026-05-01,MRK-1001,Cardiozin,Latin America,52076,1111483.69
2026-05-01,MRK-1002,Oncavera,North America,22764,3502669.5
2026-05-01,MRK-1002,Oncavera,EMEA,21907,2047909.15
2026-05-01,MRK-1002,Oncavera,APAC,39470,5332989.58
2026-05-01,MRK-1002,Oncavera,Latin America,61072,8784614.44
2026-05-01,MRK-1003,Immunext,North America,26043,5706952.39
2026-05-01,MRK-1003,Immunext,EMEA,14322,1444232.91
2026-05-01,MRK-1003,Immunext,APAC,28125,5540761.89
2026-05-01,MRK-1003,Immunext,Latin America,68720,6130552.04
2026-05-01,MRK-1004,Glucostat,North America,56757,6915603.4
2026-05-01,MRK-1004,Glucostat,EMEA,38012,637415.41
2026-05-01,MRK-1004,Glucostat,APAC,45733,6909604.13
2026-05-01,MRK-1004,Glucostat,Latin America,78456,3934732.09
2026-05-01,MRK-1005,Neuroplex,North America,68140,7441376.74
2026-05-01,MRK-1005,Neuroplex,EMEA,62340,6847251.51
2026-05-01,MRK-1005,Neuroplex,APAC,52148,1281600.41
2026-05-01,MRK-1005,Neuroplex,Latin America,64620,8057100.36
2026-05-01,MRK-1006,Vaxishield,North America,28690,3923086.61
2026-05-01,MRK-1006,Vaxishield,EMEA,69617,6614894.46
2026-05-01,MRK-1006,Vaxishield,APAC,26866,3507543.07
2026-05-01,MRK-1006,Vaxishield,Latin America,48990,5292777.22
2026-05-01,MRK-1007,Pulmocare,North America,66055,8874881.39
2026-05-01,MRK-1007,Pulmocare,EMEA,81303,2708238.76
2026-05-01,MRK-1007,Pulmocare,APAC,31664,6368236.83
2026-05-01,MRK-1007,Pulmocare,Latin America,44288,9146189.93
2026-05-01,MRK-1008,Dermalyx,North America,40342,8175976.44
2026-05-01,MRK-1008,Dermalyx,EMEA,12034,1369108.11
2026-05-01,MRK-1008,Dermalyx,APAC,13042,1860016.77
2026-05-01,MRK-1008,Dermalyx,Latin America,73779,6461561.82
